"DATE","TIME PERIOD","All euro area yield curve - 10-year spot rate (YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_10Y)","All euro area yield curve - 1-year spot rate (YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_1Y)","All euro area yield curve - 20-year spot rate (YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_20Y)","All euro area yield curve - 2-year spot rate (YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_2Y)","All euro area yield curve - 30-year spot rate (YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_30Y)","All euro area yield curve - 3-month spot rate (YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_3M)","All euro area yield curve - 3-year spot rate (YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_3Y)","All euro area yield curve - 5-year spot rate (YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_5Y)","All euro area yield curve - 6-month spot rate (YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_6M)","All euro area yield curve - 7-year spot rate (YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_7Y)"
"2016-10-21","21 Oct 2016","0.569813","-0.473750","1.246913","-0.403579","1.493431","-0.610292","-0.338419","-0.115524","-0.548913","0.173485"
"2016-10-24","24 Oct 2016","0.572183","-0.473193","1.262500","-0.400852","1.515315","-0.610265","-0.335101","-0.114202","-0.549101","0.173548"
"2016-10-25","25 Oct 2016","0.591974","-0.474486","1.283997","-0.396676","1.536990","-0.618728","-0.327236","-0.100910","-0.554699","0.190485"
"2016-10-26","26 Oct 2016","0.656539","-0.467645","1.348750","-0.382752","1.600442","-0.609830","-0.302211","-0.055603","-0.547542","0.247970"
"2016-10-27","27 Oct 2016","0.733787","-0.435747","1.441234","-0.358313","1.694015","-0.601536","-0.285383","-0.027437","-0.525473","0.300238"
"2016-10-28","28 Oct 2016","0.764229","-0.420455","1.476207","-0.334586","1.734693","-0.550367","-0.245368","0.021458","-0.494070","0.340695"
"2016-10-31","31 Oct 2016","0.746634","-0.412218","1.449749","-0.329504","1.703953","-0.553569","-0.247514","0.010041","-0.491059","0.325926"
"2016-11-01","01 Nov 2016","0.797565","-0.412869","1.498530","-0.331426","1.750329","-0.536679","-0.240083","0.039660","-0.482323","0.369469"
"2016-11-02","02 Nov 2016","0.754132","-0.427915","1.450808","-0.353582","1.702935","-0.525434","-0.262381","0.013050","-0.483453","0.334688"
"2016-11-03","03 Nov 2016","0.776739","-0.442458","1.471100","-0.364225","1.720713","-0.543932","-0.267582","0.020570","-0.500237","0.351584"
"2016-11-04","04 Nov 2016","0.754193","-0.450763","1.446052","-0.371734","1.695030","-0.557586","-0.277277","0.005191","-0.511432","0.332141"
"2016-11-07","07 Nov 2016","0.773252","-0.449742","1.486049","-0.360558","1.742589","-0.590940","-0.268394","0.009895","-0.529101","0.340654"
"2016-11-08","08 Nov 2016","0.770964","-0.449452","1.482473","-0.358880","1.738374","-0.596850","-0.267629","0.008798","-0.532113","0.338822"
"2016-11-09","09 Nov 2016","0.807745","-0.457629","1.535734","-0.367694","1.797490","-0.591792","-0.269940","0.021985","-0.533380","0.363942"
"2016-11-10","10 Nov 2016","0.970694","-0.447575","1.701681","-0.353625","1.960996","-0.544415","-0.227560","0.125156","-0.504177","0.504832"
"2016-11-11","11 Nov 2016","1.012229","-0.405967","1.749751","-0.298564","2.013134","-0.521121","-0.169132","0.177409","-0.474066","0.549898"
"2016-11-14","14 Nov 2016","1.088723","-0.388620","1.837773","-0.261372","2.106081","-0.519781","-0.117901","0.242823","-0.467652","0.621106"
"2016-11-15","15 Nov 2016","1.022780","-0.414041","1.743912","-0.300164","2.000486","-0.530267","-0.163544","0.191840","-0.483483","0.565470"
"2016-11-16","16 Nov 2016","1.042801","-0.413251","1.759083","-0.297558","2.014885","-0.505766","-0.150993","0.215819","-0.471165","0.589717"
"2016-11-17","17 Nov 2016","1.060237","-0.414622","1.772533","-0.295881","2.025770","-0.512957","-0.146649","0.226406","-0.475705","0.604940"
"2016-11-18","18 Nov 2016","1.024687","-0.420648","1.726029","-0.309097","1.974178","-0.524062","-0.168098","0.196581","-0.483098","0.572514"
"2016-11-21","21 Nov 2016","1.055860","-0.420202","1.760095","-0.308288","2.007973","-0.527822","-0.165016","0.210004","-0.484439","0.595875"
"2016-11-22","22 Nov 2016","1.002888","-0.434538","1.711478","-0.337407","1.961006","-0.531938","-0.205426","0.158408","-0.491523","0.541787"
"2016-11-23","23 Nov 2016","1.090169","-0.415234","1.809087","-0.303724","2.062651","-0.510099","-0.155542","0.229259","-0.473013","0.622195"
"2016-11-24","24 Nov 2016","1.047631","-0.426548","1.768708","-0.322823","2.023521","-0.516373","-0.181854","0.192946","-0.480801","0.581270"
"2016-11-25","25 Nov 2016","1.068408","-0.427578","1.792564","-0.319706","2.049063","-0.508735","-0.171747","0.211071","-0.478159","0.601395"
"2016-11-28","28 Nov 2016","1.035478","-0.417073","1.752933","-0.310260","2.007081","-0.516282","-0.171774","0.193812","-0.476685","0.574758"
"2016-11-29","29 Nov 2016","1.009529","-0.423862","1.744599","-0.321352","2.008092","-0.503595","-0.183801","0.175122","-0.473536","0.549640"
"2016-11-30","30 Nov 2016","0.993362","-0.408552","1.728641","-0.317957","1.989984","-0.504494","-0.195917","0.150570","-0.464324","0.527558"
"2016-12-01","01 Dec 2016","1.051203","-0.424212","1.803195","-0.333326","2.070947","-0.485008","-0.195404","0.180195","-0.462228","0.573305"
"2016-12-02","02 Dec 2016","1.053649","-0.423689","1.811602","-0.324291","2.083197","-0.491518","-0.182811","0.190203","-0.466724","0.578437"
"2016-12-05","05 Dec 2016","1.070209","-0.418219","1.815413","-0.309765","2.079233","-0.530523","-0.172085","0.199221","-0.484419","0.592164"
"2016-12-06","06 Dec 2016","1.041840","-0.433149","1.774830","-0.327712","2.032990","-0.555249","-0.194777","0.173336","-0.503557","0.566179"
"2016-12-07","07 Dec 2016","1.025935","-0.428107","1.766560","-0.328073","2.027834","-0.551550","-0.201849","0.157666","-0.498491","0.548360"
"2016-12-08","08 Dec 2016","1.068975","-0.429851","1.820105","-0.332551","2.084605","-0.535358","-0.199481","0.177665","-0.490581","0.581066"
"2016-12-09","09 Dec 2016","1.076003","-0.473936","1.883422","-0.404093","2.169014","-0.514291","-0.271047","0.127736","-0.497842","0.556141"
"2016-12-12","12 Dec 2016","1.123244","-0.468495","1.954223","-0.399316","2.247510","-0.515221","-0.265789","0.143162","-0.495160","0.585986"
"2016-12-13","13 Dec 2016","1.052055","-0.448821","1.865350","-0.412672","2.151105","-0.471611","-0.302080","0.086122","-0.458460","0.521847"
"2016-12-14","14 Dec 2016","0.981661","-0.455791","1.791746","-0.434599","2.078193","-0.445854","-0.331898","0.040129","-0.447421","0.462029"
"2016-12-15","15 Dec 2016","1.023052","-0.468016","1.820368","-0.437429","2.101607","-0.443743","-0.318189","0.076715","-0.453653","0.505564"
"2016-12-16","16 Dec 2016","1.004414","-0.467719","1.767693","-0.420073","2.031210","-0.617055","-0.328924","0.045781","-0.540058","0.483367"
"2016-12-19","19 Dec 2016","0.968269","-0.469642","1.735725","-0.430137","2.001705","-0.590237","-0.342413","0.021877","-0.527205","0.451091"
"2016-12-20","20 Dec 2016","0.958386","-0.487792","1.707064","-0.434074","1.967023","-0.596540","-0.332861","0.035791","-0.542137","0.455437"
"2016-12-21","21 Dec 2016","0.936149","-0.499221","1.688952","-0.447945","1.950814","-0.601103","-0.348435","0.016162","-0.550010","0.433360"
"2016-12-22","22 Dec 2016","0.968255","-0.503366","1.710737","-0.472980","1.968321","-0.518244","-0.359915","0.035604","-0.507382","0.464915"
"2016-12-23","23 Dec 2016","0.932202","-0.507189","1.671786","-0.457356","1.929133","-0.579006","-0.349935","0.022555","-0.542949","0.437173"
"2016-12-27","27 Dec 2016","0.926219","-0.516276","1.654902","-0.468039","1.906953","-0.613495","-0.365256","0.009748","-0.563645","0.429997"
"2016-12-28","28 Dec 2016","0.919000","-0.525574","1.669545","-0.481469","1.931389","-0.573928","-0.372529","0.003222","-0.548987","0.419943"
"2016-12-29","29 Dec 2016","0.922312","-0.535175","1.631421","-0.477317","1.878329","-0.567085","-0.350701","0.037664","-0.552567","0.445338"
"2016-12-30","30 Dec 2016","0.932033","-0.502129","1.690992","-0.459409","1.955379","-0.577501","-0.359596","0.007904","-0.538563","0.426832"
"2017-01-02","02 Jan 2017","0.885675","-0.482404","1.647833","-0.467264","1.913055","-0.543724","-0.388240","-0.038339","-0.507535","0.378381"
"2017-01-03","03 Jan 2017","0.984869","-0.508747","1.765616","-0.463351","2.037689","-0.573158","-0.354630","0.031459","-0.539934","0.464794"
"2017-01-04","04 Jan 2017","1.007132","-0.518818","1.810898","-0.461687","2.093365","-0.568659","-0.341235","0.050652","-0.545170","0.482945"
"2017-01-05","05 Jan 2017","1.057494","-0.472725","1.851335","-0.425784","2.128432","-0.519320","-0.309057","0.089656","-0.495319","0.530171"
"2017-01-06","06 Jan 2017","1.075250","-0.440229","1.855717","-0.394207","2.126122","-0.537022","-0.289424","0.102647","-0.486754","0.546923"
"2017-01-09","09 Jan 2017","1.039470","-0.467835","1.848937","-0.415805","2.133086","-0.530836","-0.304295","0.078869","-0.499894","0.511473"
"2017-01-10","10 Jan 2017","1.040947","-0.463469","1.842311","-0.412883","2.122078","-0.550481","-0.307311","0.074530","-0.506758","0.511140"
"2017-01-11","11 Jan 2017","0.992615","-0.459702","1.801772","-0.409686","2.087969","-0.515126","-0.303778","0.059757","-0.488386","0.475756"
"2017-01-12","12 Jan 2017","0.999853","-0.446736","1.820366","-0.403340","2.110645","-0.500049","-0.302665","0.057965","-0.473346","0.476805"
"2017-01-13","13 Jan 2017","1.024306","-0.449948","1.859480","-0.400931","2.154755","-0.519577","-0.299092","0.065722","-0.485398","0.491594"
"2017-01-16","16 Jan 2017","1.038368","-0.421239","1.880092","-0.391714","2.176737","-0.473183","-0.299667","0.064631","-0.444637","0.497607"
"2017-01-17","17 Jan 2017","0.991369","-0.434137","1.834486","-0.408050","2.132004","-0.495444","-0.324403","0.026200","-0.461865","0.452900"
"2017-01-18","18 Jan 2017","1.037043","-0.432924","1.892546","-0.400622","2.194321","-0.496558","-0.309875","0.053396","-0.462575","0.489440"
"2017-01-19","19 Jan 2017","1.110883","-0.420048","1.966149","-0.381745","2.266027","-0.493894","-0.282714","0.101635","-0.455002","0.553458"
"2017-01-20","20 Jan 2017","1.127026","-0.386488","1.981074","-0.362967","2.279201","-0.463700","-0.275116","0.106471","-0.420348","0.564260"
"2017-01-23","23 Jan 2017","1.131834","-0.421865","1.975510","-0.374879","2.271513","-0.483494","-0.264003","0.130898","-0.452142","0.581201"
"2017-01-24","24 Jan 2017","1.107302","-0.427428","1.951573","-0.380356","2.248784","-0.483296","-0.270305","0.117764","-0.455186","0.561268"
"2017-01-25","25 Jan 2017","1.183319","-0.397767","2.025098","-0.356371","2.318770","-0.459894","-0.245344","0.162191","-0.426774","0.624892"
"2017-01-26","26 Jan 2017","1.224907","-0.404929","2.044571","-0.351494","2.329335","-0.464240","-0.224554","0.204423","-0.433929","0.672379"
"2017-01-27","27 Jan 2017","1.249181","-0.376805","2.048289","-0.334073","2.324451","-0.422767","-0.208026","0.229087","-0.396894","0.701036"
"2017-01-30","30 Jan 2017","1.287003","-0.375696","2.071956","-0.310629","2.344889","-0.385295","-0.157954","0.293626","-0.382049","0.754892"
"2017-01-31","31 Jan 2017","1.286023","-0.386227","2.065927","-0.326180","2.335041","-0.427181","-0.181426","0.274062","-0.406402","0.746456"
"2017-02-01","01 Feb 2017","1.320915","-0.393411","2.116787","-0.331700","2.391503","-0.426413","-0.180849","0.287668","-0.409754","0.770443"
"2017-02-02","02 Feb 2017","1.252111","-0.427825","2.052150","-0.376468","2.329837","-0.418457","-0.226789","0.233693","-0.422296","0.707175"
"2017-02-03","03 Feb 2017","1.276039","-0.419440","2.108376","-0.379167","2.396836","-0.425923","-0.240945","0.219757","-0.419613","0.708659"
"2017-02-06","06 Feb 2017","1.290189","-0.433965","2.106733","-0.373530","2.389490","-0.458983","-0.222861","0.245451","-0.446437","0.731198"
"2017-02-07","07 Feb 2017","1.306092","-0.433111","2.135667","-0.378001","2.422792","-0.454715","-0.229109","0.243952","-0.442858","0.737610"
"2017-02-08","08 Feb 2017","1.248832","-0.480863","2.082999","-0.405708","2.375304","-0.488056","-0.243498","0.220864","-0.487810","0.694765"
"2017-02-09","09 Feb 2017","1.174029","-0.485746","2.001467","-0.423994","2.293982","-0.457150","-0.268079","0.178877","-0.473477","0.635085"
"2017-02-10","10 Feb 2017","1.239212","-0.474824","2.067131","-0.405834","2.359766","-0.432288","-0.235821","0.232067","-0.456478","0.697007"
"2017-02-13","13 Feb 2017","1.233953","-0.471759","2.060697","-0.390942","2.350680","-0.497237","-0.231811","0.221512","-0.488870","0.686942"
"2017-02-14","14 Feb 2017","1.216301","-0.474919","2.047276","-0.399362","2.339050","-0.495854","-0.244349","0.204258","-0.489051","0.668409"
"2017-02-15","15 Feb 2017","1.259816","-0.475555","2.104237","-0.396636","2.401047","-0.485807","-0.233147","0.230060","-0.484758","0.703351"
"2017-02-16","16 Feb 2017","1.216754","-0.481101","2.053564","-0.395199","2.350477","-0.487486","-0.229519","0.220719","-0.490042","0.676295"
"2017-02-17","17 Feb 2017","1.193587","-0.481447","2.014333","-0.394888","2.303017","-0.522747","-0.239039","0.200705","-0.507638","0.655110"
"2017-02-20","20 Feb 2017","1.233219","-0.444666","2.034653","-0.360284","2.313511","-0.516859","-0.210907","0.231314","-0.485089","0.693281"
"2017-02-21","21 Feb 2017","1.229907","-0.430121","2.050316","-0.340266","2.337902","-0.508808","-0.193298","0.235518","-0.475275","0.689230"
"2017-02-22","22 Feb 2017","1.197861","-0.435245","2.023856","-0.349819","2.314402","-0.508701","-0.207861","0.211052","-0.477424","0.658954"
"2017-02-23","23 Feb 2017","1.172173","-0.458572","1.999336","-0.387100","2.290647","-0.490802","-0.243837","0.182061","-0.478106","0.632659"
"2017-02-24","24 Feb 2017","1.148704","-0.468607","1.957717","-0.395124","2.241935","-0.506482","-0.251888","0.171587","-0.491209","0.617566"
"2017-02-27","27 Feb 2017","1.115961","-0.472498","1.895181","-0.399170","2.169535","-0.484640","-0.250086","0.172039","-0.482542","0.604884"
"2017-02-28","28 Feb 2017","1.096141","-0.472401","1.885142","-0.396159","2.162451","-0.525804","-0.258729","0.147910","-0.503422","0.579547"
"2017-03-01","01 Mar 2017","1.129944","-0.466296","1.932897","-0.386839","2.216669","-0.500237","-0.240642","0.175493","-0.488287","0.609759"
"2017-03-02","02 Mar 2017","1.165293","-0.471517","1.955245","-0.393413","2.230725","-0.525976","-0.247285","0.184945","-0.502535","0.636167"
"2017-03-03","03 Mar 2017","1.187390","-0.475795","1.974219","-0.405711","2.246891","-0.527340","-0.259864","0.186126","-0.503378","0.650532"
"2017-03-06","06 Mar 2017","1.175274","-0.487605","1.954146","-0.405748","2.224169","-0.558731","-0.256874","0.185667","-0.526856","0.644521"
"2017-03-07","07 Mar 2017","1.197122","-0.503207","1.998317","-0.417854","2.276385","-0.579203","-0.265987","0.184568","-0.545329","0.653147"
"2017-03-08","08 Mar 2017","1.261360","-0.488646","2.088261","-0.376253","2.377140","-0.593253","-0.212242","0.241550","-0.549640","0.710276"
"2017-03-09","09 Mar 2017","1.251151","-0.505692","2.078528","-0.392427","2.368410","-0.590906","-0.222484","0.235809","-0.557380","0.702743"
"2017-03-10","10 Mar 2017","1.325504","-0.490926","2.161361","-0.353855","2.455383","-0.589072","-0.166557","0.305922","-0.552802","0.775411"
"2017-03-13","13 Mar 2017","1.348123","-0.481745","2.133126","-0.329237","2.406332","-0.606915","-0.132839","0.349085","-0.558864","0.815729"
"2017-03-14","14 Mar 2017","1.363440","-0.474027","2.134039","-0.317060","2.401861","-0.594793","-0.114635","0.372846","-0.549580","0.837729"
"2017-03-15","15 Mar 2017","1.318032","-0.472202","2.097296","-0.342410","2.367028","-0.593729","-0.162275","0.312161","-0.543501","0.782637"
"2017-03-16","16 Mar 2017","1.346593","-0.473760","2.129579","-0.337617","2.401165","-0.579112","-0.146975","0.338118","-0.538175","0.810588"
"2017-03-17","17 Mar 2017","1.357054","-0.441914","2.119084","-0.314927","2.380506","-0.609463","-0.142401","0.338001","-0.534122","0.819094"
"2017-03-20","20 Mar 2017","1.363859","-0.430071","2.130243","-0.308698","2.392739","-0.615621","-0.143724","0.334587","-0.529799","0.820476"
"2017-03-21","21 Mar 2017","1.354241","-0.433464","2.118535","-0.309803","2.380536","-0.616125","-0.143772","0.331743","-0.532389","0.813912"
"2017-03-22","22 Mar 2017","1.284928","-0.445801","2.047413","-0.339205","2.309228","-0.602860","-0.184258","0.275847","-0.529861","0.749503"
"2017-03-23","23 Mar 2017","1.265460","-0.444682","2.029807","-0.340219","2.292611","-0.601331","-0.189392","0.262423","-0.528499","0.731598"
"2017-03-24","24 Mar 2017","1.272464","-0.442258","2.033330","-0.335935","2.294761","-0.602188","-0.183711","0.270095","-0.527877","0.739676"
"2017-03-27","27 Mar 2017","1.238678","-0.448266","2.000129","-0.340778","2.262760","-0.594929","-0.189169","0.253366","-0.528301","0.712301"
"2017-03-28","28 Mar 2017","1.225022","-0.442047","1.991154","-0.344920","2.255607","-0.574597","-0.199003","0.238724","-0.513588","0.697045"
"2017-03-29","29 Mar 2017","1.199886","-0.449988","1.979377","-0.367073","2.248811","-0.563065","-0.228476","0.204981","-0.509791","0.665540"
"2017-03-30","30 Mar 2017","1.197462","-0.436463","1.975644","-0.345945","2.245990","-0.539370","-0.202919","0.222826","-0.493167","0.671783"
"2017-03-31","31 Mar 2017","1.190430","-0.420522","1.982657","-0.322064","2.259818","-0.535209","-0.181534","0.228482","-0.485029","0.666792"
"2017-04-03","03 Apr 2017","1.192189","-0.441801","2.003302","-0.353193","2.287828","-0.520211","-0.209011","0.212144","-0.486790","0.658784"
"2017-04-04","04 Apr 2017","1.138855","-0.444593","1.946249","-0.371698","2.230403","-0.493658","-0.235259","0.174412","-0.472915","0.612360"
"2017-04-05","05 Apr 2017","1.147546","-0.437171","1.953696","-0.366156","2.237053","-0.485182","-0.230353","0.180602","-0.464592","0.620177"
"2017-04-06","06 Apr 2017","1.131205","-0.448585","1.936570","-0.373308","2.220816","-0.490745","-0.233868","0.175258","-0.474018","0.609077"
"2017-04-07","07 Apr 2017","1.093112","-0.449405","1.900761","-0.388681","2.185347","-0.488144","-0.261780","0.136160","-0.470897","0.568933"
"2017-04-10","10 Apr 2017","1.122014","-0.440411","1.922547","-0.376545","2.202724","-0.502252","-0.250399","0.153325","-0.473362","0.593720"
"2017-04-11","11 Apr 2017","1.138749","-0.428812","1.931209","-0.349592","2.209336","-0.503045","-0.215895","0.186471","-0.470568","0.619108"
"2017-04-12","12 Apr 2017","1.137623","-0.421580","1.928895","-0.342277","2.206672","-0.499304","-0.210225","0.188763","-0.465135","0.619372"
"2017-04-13","13 Apr 2017","1.109106","-0.433093","1.889621","-0.349669","2.165264","-0.491828","-0.211278","0.185009","-0.468282","0.604047"
"2017-04-18","18 Apr 2017","1.100949","-0.416405","1.901274","-0.346275","2.183896","-0.479024","-0.221669","0.163280","-0.451507","0.585351"
"2017-04-19","19 Apr 2017","1.093184","-0.427111","1.879411","-0.350634","2.157563","-0.480751","-0.218202","0.170712","-0.458835","0.587349"
"2017-04-20","20 Apr 2017","1.128970","-0.430230","1.913808","-0.344727","2.195357","-0.437564","-0.189566","0.220155","-0.440479","0.633269"
"2017-04-21","21 Apr 2017","1.124478","-0.422510","1.900635","-0.330143","2.177096","-0.465516","-0.180917","0.218923","-0.451561","0.629693"
"2017-04-24","24 Apr 2017","1.123115","-0.431334","1.895750","-0.327746","2.169172","-0.518376","-0.181840","0.213018","-0.483857","0.625474"
"2017-04-25","25 Apr 2017","1.135701","-0.433864","1.922707","-0.328359","2.201904","-0.521696","-0.181000","0.216196","-0.487114","0.631895"
"2017-04-26","26 Apr 2017","1.170119","-0.435813","1.965626","-0.324501","2.249478","-0.504414","-0.165031","0.246070","-0.480405","0.664953"
"2017-04-27","27 Apr 2017","1.131616","-0.447790","1.930243","-0.345506","2.217152","-0.493104","-0.188492","0.217622","-0.479615","0.630808"
"2017-04-28","28 Apr 2017","1.116868","-0.445489","1.932286","-0.353483","2.225125","-0.490483","-0.206309","0.191764","-0.475644","0.607450"
"2017-05-02","02 May 2017","1.117421","-0.445756","1.936330","-0.347348","2.231997","-0.495177","-0.197101","0.199388","-0.479235","0.610979"
"2017-05-03","03 May 2017","1.105843","-0.463433","1.908474","-0.366623","2.197503","-0.498583","-0.211738","0.192466","-0.489415","0.604783"
"2017-05-04","04 May 2017","1.129917","-0.470691","1.940990","-0.369888","2.233965","-0.498480","-0.207574","0.207495","-0.493511","0.624911"
"2017-05-05","05 May 2017","1.112571","-0.466916","1.932919","-0.362645","2.232575","-0.499324","-0.201553","0.203934","-0.492847","0.612452"
"2017-05-08","08 May 2017","1.126818","-0.449106","1.946170","-0.337030","2.241316","-0.531194","-0.185424","0.208304","-0.500962","0.619310"
"2017-05-09","09 May 2017","1.167334","-0.460902","1.995559","-0.346144","2.296507","-0.508452","-0.178093","0.239310","-0.495765","0.657745"
"2017-05-10","10 May 2017","1.127567","-0.470611","1.959375","-0.368495","2.263686","-0.494290","-0.205273","0.206857","-0.491765","0.621083"
"2017-05-11","11 May 2017","1.172483","-0.458702","2.014536","-0.354553","2.322373","-0.479269","-0.186517","0.235994","-0.478450","0.658256"
"2017-05-12","12 May 2017","1.156932","-0.454499","1.988745","-0.360418","2.289837","-0.472229","-0.200211","0.217628","-0.471242","0.641533"
"2017-05-15","15 May 2017","1.162820","-0.458372","2.009655","-0.352670","2.317354","-0.501965","-0.191776","0.221303","-0.489917","0.643713"
"2017-05-16","16 May 2017","1.158824","-0.467095","2.000666","-0.364334","2.305028","-0.508233","-0.204123","0.211951","-0.496846","0.637889"
"2017-05-17","17 May 2017","1.124430","-0.473885","1.973193","-0.382512","2.279740","-0.510441","-0.232098","0.174685","-0.499699","0.600037"
"2017-05-18","18 May 2017","1.079197","-0.446530","1.934363","-0.368454","2.245530","-0.477450","-0.233019","0.149237","-0.467954","0.561018"
"2017-05-19","19 May 2017","1.086388","-0.468345","1.950993","-0.378869","2.266676","-0.510757","-0.236508","0.151554","-0.497221","0.565390"
"2017-05-22","22 May 2017","1.123739","-0.452137","2.016739","-0.360992","2.343491","-0.503661","-0.219913","0.168995","-0.485819","0.589457"
"2017-05-23","23 May 2017","1.112485","-0.465265","1.958085","-0.372994","2.262698","-0.519707","-0.228870","0.167716","-0.500217","0.589378"
"2017-05-24","24 May 2017","1.112872","-0.459411","1.943294","-0.364856","2.241555","-0.517923","-0.219806","0.176522","-0.496695","0.595665"
"2017-05-25","25 May 2017","1.085215","-0.461510","1.921511","-0.376589","2.222650","-0.508593","-0.237849","0.151293","-0.491764","0.567759"
"2017-05-26","26 May 2017","1.045441","-0.463517","1.892958","-0.374987","2.203658","-0.506564","-0.236616","0.138332","-0.492817","0.538790"
"2017-05-29","29 May 2017","1.041545","-0.461665","1.887766","-0.379463","2.196122","-0.504300","-0.246061","0.127266","-0.489723","0.531028"
"2017-05-30","30 May 2017","1.061589","-0.456759","1.931009","-0.351942","2.256375","-0.513069","-0.205607","0.166979","-0.495404","0.559097"
"2017-05-31","31 May 2017","1.027961","-0.471698","1.917092","-0.372387","2.252597","-0.524260","-0.231525","0.132996","-0.507804","0.522369"
"2017-06-01","01 Jun 2017","1.139245","-0.462784","1.966286","-0.361077","2.263418","-0.518173","-0.207069","0.200364","-0.499484","0.622646"
"2017-06-02","02 Jun 2017","1.115795","-0.459693","1.946763","-0.366294","2.245024","-0.515868","-0.221105","0.176797","-0.495597","0.597418"
"2017-06-05","05 Jun 2017","1.132584","-0.470165","1.972917","-0.370504","2.278364","-0.503424","-0.212184","0.197922","-0.495677","0.617434"
"2017-06-06","06 Jun 2017","1.086891","-0.477284","1.938151","-0.383780","2.250922","-0.503350","-0.231764","0.165334","-0.498568","0.575806"
"2017-06-07","07 Jun 2017","1.108121","-0.484456","1.951004","-0.382406","2.259739","-0.516059","-0.222799","0.183942","-0.509646","0.597806"
"2017-06-08","08 Jun 2017","1.055905","-0.480977","1.925986","-0.400984","2.247687","-0.491290","-0.257513","0.131179","-0.492500","0.540352"
"2017-06-09","09 Jun 2017","0.989413","-0.489267","1.904248","-0.410141","2.255111","-0.502608","-0.274740","0.089087","-0.502753","0.479510"
"2017-06-12","12 Jun 2017","0.958570","-0.491074","1.824388","-0.414725","2.145868","-0.524490","-0.288578","0.065823","-0.514132","0.454876"
"2017-06-13","13 Jun 2017","0.974786","-0.483302","1.821130","-0.411934","2.130631","-0.516105","-0.287558","0.072577","-0.505031","0.468799"
"2017-06-14","14 Jun 2017","0.942501","-0.491875","1.815856","-0.410697","2.145056","-0.525721","-0.282482","0.066291","-0.516083","0.446233"
"2017-06-15","15 Jun 2017","1.038319","-0.474112","1.853377","-0.376045","2.150304","-0.526866","-0.231458","0.147414","-0.509599","0.543841"
"2017-06-16","16 Jun 2017","0.979737","-0.482900","1.800425","-0.391217","2.102925","-0.528139","-0.253730","0.109139","-0.514025","0.493183"
"2017-06-19","19 Jun 2017","0.982776","-0.484930","1.803994","-0.391423","2.106901","-0.531114","-0.252442","0.111884","-0.516792","0.496226"
"2017-06-20","20 Jun 2017","0.943243","-0.486228","1.768517","-0.403684","2.072722","-0.529518","-0.275585","0.075701","-0.515146","0.456154"
"2017-06-21","21 Jun 2017","0.932570","-0.481376","1.744845","-0.402780","2.043109","-0.521219","-0.277215","0.071487","-0.507965","0.449814"
"2017-06-22","22 Jun 2017","0.917886","-0.490778","1.728778","-0.418709","2.027607","-0.510920","-0.292273","0.059353","-0.506527","0.437348"
"2017-06-23","23 Jun 2017","0.930451","-0.486411","1.744259","-0.399397","2.044695","-0.535915","-0.270353","0.077020","-0.519195","0.451270"
"2017-06-26","26 Jun 2017","0.915619","-0.484198","1.726711","-0.398992","2.025215","-0.541572","-0.275096","0.065055","-0.520705","0.437018"
"2017-06-27","27 Jun 2017","1.007392","-0.470486","1.810716","-0.362400","2.104121","-0.551037","-0.221321","0.141362","-0.521656","0.524402"
"2017-06-28","28 Jun 2017","1.031207","-0.466924","1.838299","-0.355638","2.133158","-0.546806","-0.210411","0.158724","-0.518162","0.545402"
"2017-06-29","29 Jun 2017","1.103295","-0.461117","1.902054","-0.335879","2.193800","-0.534626","-0.172023","0.222349","-0.510958","0.617658"
"2017-06-30","30 Jun 2017","1.161612","-0.461914","1.940381","-0.336291","2.219119","-0.532116","-0.164551","0.254103","-0.509524","0.667706"
"2017-07-03","03 Jul 2017","1.146702","-0.473456","1.932617","-0.357529","2.215112","-0.517719","-0.185886","0.236025","-0.506671","0.651160"
"2017-07-04","04 Jul 2017","1.146160","-0.477898","1.949015","-0.360089","2.240583","-0.517436","-0.186254","0.235393","-0.509176","0.648903"
"2017-07-05","05 Jul 2017","1.161400","-0.469091","1.968723","-0.349642","2.262631","-0.508318","-0.174152","0.249127","-0.500466","0.663172"
"2017-07-06","06 Jul 2017","1.288071","-0.460849","2.080451","-0.321217","2.361482","-0.531100","-0.128502","0.331215","-0.509860","0.773030"
"2017-07-07","07 Jul 2017","1.299081","-0.466016","2.060357","-0.328981","2.330971","-0.486630","-0.120264","0.359902","-0.489733","0.799833"
"2017-07-10","10 Jul 2017","1.269026","-0.466916","2.042633","-0.332660","2.317142","-0.512044","-0.136563","0.326762","-0.502593","0.764259"
"2017-07-11","11 Jul 2017","1.279778","-0.470388","2.092299","-0.325762","2.386981","-0.519423","-0.124309","0.336724","-0.509926","0.770261"
